Site,Timestamp,Scanner Frequency,Temperature,SNR,T1w,T2w,FSIP
Site_4,2023-02-26,2.863980603118173,21.180744779074814,32.44173400455747,1.3708825254170651,77.11009132780852,0.8359366217740485
Site_5,2023-02-26,1.8881699724000254,19.0833290050483,37.2472741749349,1.4483964318792957,79.7963129058574,0.8475086649847756
Site_1,2023-03-05,2.493783426530973,19.755885682822544,38.990412473152844,0.5196416848825005,46.95580996877949,0.9942790188083279
Site_2,2023-03-05,1.9675666141341164,18.313825525369065,22.941469618580758,1.4953060580250659,55.84968075610635,0.836195390541898
Site_3,2023-03-05,2.280102031766716,18.10140297366183,38.53175250322989,0.7670539503046272,70.32953902816365,0.9708770186739158
Site_4,2023-03-05,2.3200654190149193,21.850593658711702,29.842325861590766,1.9416054762041828,67.8408247221517,0.898455571289607
Site_5,2023-03-05,1.7772816832882905,21.343920482048823,25.164887765979167,0.7229940916296694,46.1558362535942,0.8494462148806354
Site_1,2023-03-12,2.9543769416468377,20.783896824374793,29.182715124765224,1.1219361855905357,72.6333249996247,0.9741499802545023
Site_2,2023-03-12,2.662699235041672,19.63581177765708,39.60065150570954,0.6280245021179658,48.97762287346643,0.8890610510005331
Site_3,2023-03-12,2.9092484123462836,18.693177280283383,29.85236187985739,1.995311377768921,48.95270459290492,0.9029634707859381
Site_4,2023-03-12,2.8422410256414734,18.625748170684343,26.575032205750162,1.253292515496864,61.47897691573654,0.8718466738799532
Site_5,2023-03-12,2.3968499682166278,19.00097159265838,32.668017086334515,1.3930775259800656,63.71759739366813,0.9185901702869855
Site_1,2023-03-19,2.8828113525346755,20.19690665882448,24.802912375563864,0.6006147160826412,63.203448313512446,0.8327047745170046
Site_2,2023-03-19,1.6327387530778792,20.85838369080025,21.51726656217328,1.6249407055987666,43.65947349591019,0.8782163073303522
Site_3,2023-03-19,1.7939742936287177,20.640789506870924,22.577594438212984,0.8148583896433786,75.09843450521521,0.9938824644670575
Site_4,2023-03-19,1.5678409333658072,19.119735587783772,22.56091677915545,1.8470814341610706,50.624001703548245,0.8516266865402256
Site_5,2023-03-19,1.9879954961448965,21.819461122652775,23.038053870245886,0.8077094607230108,45.18059685131217,0.9313473329082584
Site_1,2023-03-26,2.083015934534223,20.951587666783073,22.776543452988204,0.7860315809954999,75.54992319475909,0.865038012844939
Site_2,2023-03-26,1.907023547660844,20.217416210045602,32.81749489606429,0.5548245017721423,78.22605992919014,0.9546946251373202
Site_3,2023-03-26,2.743106263727894,20.44688298493741,23.637601687982897,1.208100417664999,74.48510469061802,0.82617473214367
Site_4,2023-03-26,2.035129990040384,19.67840024971116,26.913345666477262,1.3472616998939246,72.38064298899512,0.9939642090157089
Site_5,2023-03-26,1.9214017645310713,18.99092395800463,37.935768198120236,0.5985629591425286,66.20967922556088,0.8907579082767278
Site_1,2023-04-02,2.3140441247373724,19.423890714605047,29.479232805257446,1.663291425042516,62.034294824365574,0.8472100926692928
Site_2,2023-04-02,1.711386337462144,21.031384441857476,33.35115477042054,1.1799332521220414,43.479470396456406,0.8146993494660025
Site_3,2023-04-02,2.7032954711310593,18.05757395451902,23.446397424032597,1.28658540399137,56.338128522827944,0.8339515810175082
Site_4,2023-04-02,1.6118259655196563,18.464290562027664,23.845780376173416,1.1611441204073423,54.90754068049256,0.9039547897112036
Site_5,2023-04-02,2.980330404900776,18.18401056808701,20.81737232532958,1.101144591312989,50.39015135041305,0.8674006352862573
Site_1,2023-04-09,2.6583671539449862,18.16291520927588,23.37870126144329,1.3394604969623267,68.9368045475434,0.9657766731765219
Site_2,2023-04-09,1.7980735223012587,21.42184233604403,25.57180678063917,0.7328603688960688,59.835029403150834,0.8861775047323612
Site_3,2023-04-09,1.5082831756854036,20.814631437520095,23.540209685534936,0.7728921957429067,43.24184863630592,0.8497428545175261
Site_4,2023-04-09,2.723192142682251,19.8966953163493,21.774050675141112,1.792678431520276,48.80732807799245,0.9234289973208061
Site_5,2023-04-09,2.5602860157714256,18.391336642604006,22.412717422012015,1.9191731932004492,67.33035054638384,0.9413554433770892
Site_1,2023-04-16,2.593510752061481,19.96646350046733,29.215575360654515,1.0599639744196294,43.045234379612005,0.83340838158019
Site_2,2023-04-16,2.6569055200289187,19.893887083122262,24.12667436811585,0.9061170097153306,74.04827656195076,0.8335238432576636
Site_3,2023-04-16,1.6110669776011355,18.69280747964006,27.28539722096151,1.4659993148585237,59.80586108055897,0.8073342853867086
Site_4,2023-04-16,2.037698592816409,19.735406596951893,30.068345417097138,1.1131012566471445,59.22346309306592,0.9472804030131281
Site_5,2023-04-16,1.6738035892876946,19.594018937589492,33.80789657258731,0.5380795334905173,63.6963113863807,0.9327609055243611
Site_1,2023-04-23,2.7946551388133902,20.463400392208865,20.78624279682198,0.7342288960492855,72.98723863700596,0.8949261751499628
Site_2,2023-04-23,2.4349471902413367,20.540374603470575,35.98820797818085,1.5739583432710962,53.91236831608772,0.9688340897938394
Site_3,2023-04-23,1.9963470372789738,18.181216039088177,32.558007789818156,1.488385912865227,67.12064610236254,0.9611340305900107
Site_4,2023-04-23,1.5953375254290354,19.498450458505886,21.635180638977438,0.5406439887552252,62.62927855983165,0.9170708728793504
Site_5,2023-04-23,1.9664734825734933,20.503439662856945,37.47157248213554,0.8329582428994242,50.68113080677685,0.9736542561026518
Site_1,2023-04-30,1.9877749830401206,20.01254503432035,38.417448010636264,0.846612194882107,75.14519945420632,0.8411682420073536
Site_2,2023-04-30,2.594409267507096,21.42595936475329,21.221559197097275,1.5078391153980926,71.89704086427713,0.8223839238795456
Site_3,2023-04-30,2.4563362070328196,20.63477452647578,25.537552962944076,0.5295658066315463,66.33807338633702,0.853949922303398
Site_4,2023-04-30,2.83081911386449,18.65173770832572,36.12402559586123,0.6561628729768607,74.02326916376967,0.8114173712178631
Site_5,2023-04-30,2.208322387742924,18.28227498960172,34.96519380767317,1.699874128059784,74.6917680383921,0.9062339056002064
Site_1,2023-05-07,1.6793913689074524,20.56967711282526,23.690420387127546,0.7678169930815004,68.3345190686014,0.9873211384589923
Site_2,2023-05-07,2.5698671808344926,18.106045242166488,24.186986466734204,1.479119161777812,73.48053313454687,0.8078687081337019
Site_3,2023-05-07,2.641177572925346,20.343102325093852,27.40944205582764,0.8572741715700898,67.89885846677134,0.8244219828020054
Site_4,2023-05-07,2.341915796354244,21.76092096569983,29.690459703820427,0.6491620891390177,67.20563087041202,0.8904398056566871
Site_5,2023-05-07,2.6564507699318414,20.301896711503517,32.36509543060592,0.8647582864991812,64.74445512860737,0.986775003505581
Site_1,2023-05-14,2.240693394546586,19.552679704826087,27.378272791395446,1.5834003977834887,70.10866558230565,0.8632312209953501
Site_2,2023-05-14,2.284099244072991,20.573152873769413,29.25069432266296,1.7835447021594286,46.344204211722946,0.9014469617376785
Site_3,2023-05-14,2.1413115275378245,19.833011561966067,34.94941876267513,1.7453297968504873,75.23483036795713,0.8083145718100785
Site_4,2023-05-14,1.5381286901161428,20.18246715726374,20.733664057811957,1.0957752944276822,74.87374110980929,0.8296686401924178
Site_5,2023-05-14,1.6618371404899568,21.7658592351061,25.048738886880415,1.5021277048559694,41.169891321382366,0.9973260245917694
Site_1,2023-05-21,1.5471437785301014,19.544410551203097,34.26699171769105,0.8074764431237315,73.03267002259051,0.9930237392872091
Site_2,2023-05-21,2.4546156168956705,21.844762255295656,37.904136753743984,0.9397215953915199,45.154794698937806,0.800987996186882
Site_3,2023-05-21,1.97153397161449,21.621402567824255,30.233548842313322,1.8445037277816796,53.40475417036568,0.9903623570846478
Site_4,2023-05-21,2.262856036747054,18.783164539157184,30.642269705306312,0.5195028852661041,69.74033025166432,0.9278239875631
Site_5,2023-05-21,2.8613497108891393,18.277445203500662,22.14344022679552,0.6282627962817021,46.43039584193233,0.9735836589040044
Site_1,2023-05-28,1.8739383437233124,18.403112005509705,28.948247336469095,0.811829382719041,72.71868096476248,0.8909479711267718
Site_2,2023-05-28,2.1155743845534447,18.072887302606198,30.652345329100463,0.5397983058107296,73.28536711830968,0.90311920571585
Site_3,2023-05-28,2.633326707814573,18.377771843023712,24.849410072694592,0.772153152634696,60.29870935043345,0.8977693160513841
Site_4,2023-05-28,1.8431972482374337,20.732027093665426,25.38486461898762,1.3745623414545383,40.25543486867334,0.9333728515092209
Site_5,2023-05-28,1.6154698647431895,18.284754593840916,27.545683262092453,1.132136825888747,51.48152532699651,0.8279302509512626
Site_1,2023-06-04,1.934627179370652,19.275902521175045,20.401423955554527,1.8390075666154622,64.67707673502969,0.8059947179745356
Site_2,2023-06-04,1.7418319308810066,21.37950124387782,26.441583311663564,1.7261653426076613,79.24744712109694,0.8615859883182382
Site_3,2023-06-04,2.8945464785138597,18.093087742943304,24.22896013993089,1.012726027546814,65.27254108066674,0.9409361525473293
Site_4,2023-06-04,2.7121805693466254,21.257873930355743,26.54994704355829,0.8891351501469387,50.39214324256639,0.8403706904245897
Site_5,2023-06-04,2.4501056347656354,19.1274190990936,22.395242636385024,1.0695386122509003,65.36022812398446,0.9346864866649834
Site_1,2023-06-11,2.8071908852815763,18.472659310486627,37.8105456147979,1.3854424137722117,61.59941518863422,0.9939824092214541
Site_2,2023-06-11,2.705508115348672,20.786948661456602,31.871849071080973,0.9020954612343144,71.19381580604575,0.8187801431578837
Site_3,2023-06-11,1.7798550883290538,20.515771387119536,33.58204638288979,1.436223361773701,44.279225553078334,0.9345204236450253
Site_4,2023-06-11,2.8388384977349665,21.509888054108213,35.783424772146766,1.1141174782868606,70.44111610008112,0.8887500438609143
Site_5,2023-06-11,2.3090133628734764,20.94028417521554,29.968843978581145,1.3280707712779702,61.65066314704441,0.9736284508755011
Site_1,2023-06-18,2.711160232746094,21.213923721539395,21.738405761748474,1.154189793702975,78.51968015435978,0.8354299578894773
Site_2,2023-06-18,2.8441369498852396,19.128138290285225,30.742130836370954,0.9416986393128766,53.674886641547445,0.938525190445233
Site_3,2023-06-18,1.977005212457796,18.709758175118893,31.736822360417584,1.922679960443235,65.30487572535793,0.9676230579296221
Site_4,2023-06-18,1.665077886791515,21.002459006563434,34.908789483686604,1.6454086912396413,77.2811242204007,0.9889228438948047
Site_5,2023-06-18,1.8419027438129125,21.227338957069055,28.63319092459359,0.7101697636496789,44.10038911962717,0.9366496056579292
Site_1,2023-06-25,2.1406616829393847,21.962020568002693,22.551606055911275,1.8027019638468693,77.48913948945804,0.8994349528016855
Site_2,2023-06-25,2.72702214888374,19.650470707645706,25.67551811597449,1.2311467973742705,67.51542889203253,0.9235694480402428
Site_3,2023-06-25,2.7910958748845154,19.488072343171133,27.2616459279727,1.841828340341137,42.713482364206875,0.9737809968957436
Site_4,2023-06-25,1.510428195796786,21.105651842967987,32.91834482663202,1.6997828839209728,52.03854267787265,0.9141219493277659
Site_5,2023-06-25,2.2661209538663485,19.36321416101207,31.41556609337824,1.1378202567038502,68.32688354581126,0.8060774119393674
Site_1,2023-07-02,2.1261165047231687,21.723029302414258,27.121934517956923,0.533703962480176,42.69402405875087,0.9861897391013956
Site_2,2023-07-02,1.8331617157060953,21.43365100737205,39.730304975859596,0.9030160390774191,63.28681840705093,0.9379053502063123
Site_3,2023-07-02,1.6797980510005242,19.715976109500073,32.11549638713774,1.3124513219913003,53.83532227811827,0.9353026771554493
Site_4,2023-07-02,2.006422757105442,21.003484271165988,24.74453583471989,1.450217329739221,64.83662071069908,0.8431350304795435
Site_5,2023-07-02,2.9143645558687785,21.01817149633873,22.035649452408073,0.8868315281498034,41.829681352500515,0.9317770940465314
Site_1,2023-07-09,1.984804398031133,18.412495475343732,23.057182783686642,0.7090341111092362,74.86147224609505,0.8787728811308317
Site_2,2023-07-09,2.278185932615049,21.610211626718268,24.919154567690164,1.7523953551989486,78.93955876709587,0.9302465954082985
Site_3,2023-07-09,2.554528438342767,20.021009489791428,23.213627465191113,1.9766032710553283,78.75511421142767,0.8213186060615982
Site_4,2023-07-09,2.0454444035689407,21.305829864430965,23.731340481026116,1.2885352734540287,69.986073269717,0.9315690609206072
Site_5,2023-07-09,2.957673124081441,19.280198404122448,25.70190337387694,0.7575189287724553,45.20344960522528,0.9998827451541333
Site_1,2023-07-16,2.943670942413167,21.582092913984802,23.467471905895096,0.9084609897790534,70.3305278371609,0.8096424077721113
Site_2,2023-07-16,1.8776734437380462,19.556806714936652,37.935308492528506,0.5275860148212002,40.98347665835206,0.9954348368442635
Site_3,2023-07-16,2.245872758838578,18.043350605921194,21.604674913232845,1.8714482098407486,40.88494206115989,0.8813815921445741
Site_4,2023-07-16,1.9513174647251545,21.621527905677056,30.490227791405093,0.6766266243352117,52.94440876598165,0.9741506900674518
Site_5,2023-07-16,1.9272607415662013,18.365146707144532,28.20793653979323,1.3647747132713803,59.54572761618663,0.9564770968116547
Site_1,2023-07-23,1.5553304210317993,19.27725455036166,39.647572338172125,0.911082831030809,70.81629671231173,0.9134032521973335
Site_2,2023-07-23,2.4143465009698453,21.80024786820322,22.240778043361047,1.3312670037736902,67.33181506426021,0.9476898418502653
Site_3,2023-07-23,2.254018534843292,21.802428587750224,27.95711198091483,1.4771305825277963,57.83610825506993,0.9757031122602696
Site_4,2023-07-23,1.577218126874984,20.293751552493145,39.389408665507375,1.7446127055608025,50.945066651266636,0.8808280643302067
Site_5,2023-07-23,1.917969696354917,20.527348848679196,37.310142517879605,0.8096319076409049,79.88498000630844,0.8654066323126478
Site_1,2023-07-30,2.8623988289499804,19.79378208791328,36.341441418985596,0.5164937429877208,57.04725208943891,0.933518677112717
Site_2,2023-07-30,1.8593428360004587,19.17284308679226,25.158056540898798,0.7053284451032109,58.05548097318702,0.9615691883882518
Site_3,2023-07-30,1.7173423081368346,19.314658181479665,23.417751747801315,1.8500279627721576,46.544952847666764,0.9524570269553232
Site_4,2023-07-30,2.2341791404163445,20.690073824308154,33.372864398488616,1.8108351163437728,71.79238194999718,0.9595627297717269
Site_5,2023-07-30,2.978475681165901,21.00949811775072,38.587519782551716,1.3961196532554625,67.74728903125954,0.8871166629625866
Site_1,2023-08-06,1.8630829072672506,21.166316174903393,31.135257860278596,1.40077529065048,48.83078451155042,0.9635668432350043
Site_2,2023-08-06,2.5082033211088177,21.158472571178216,31.432253789397997,1.4975550118193832,43.295241824633706,0.8240418110741218
Site_3,2023-08-06,2.6424294229930765,18.36482441219476,25.599581873205683,0.7630569179351744,67.21997208298852,0.90889781959217
Site_4,2023-08-06,1.8564563159885994,19.977681218810325,35.38985866383874,1.8716179188874396,66.1804485712454,0.8011517320996243
Site_5,2023-08-06,2.5923245229177896,18.230235040066578,23.74087497115047,1.1281557873381096,50.930381079928374,0.8649171659800541
Site_1,2023-08-13,2.05167469907888,20.19811552929494,26.473584728084873,1.0747077923742463,78.0345424900164,0.8732923069742796
Site_2,2023-08-13,2.4484587458903695,19.766122005493507,28.508728772328336,1.2783765579242563,46.04231567123601,0.8792345383218512
Site_3,2023-08-13,2.4502945661413422,21.550816731033198,30.1522075736891,0.5704489501625826,57.29339204170408,0.9390934413379725
Site_4,2023-08-13,2.3036620261121374,19.403660050208316,24.848194648301604,0.7494250531341191,77.74463680670395,0.8777116202540691
Site_5,2023-08-13,1.6354346550816126,18.468268065710422,22.29673649478407,1.6070504246395556,56.78909267704489,0.8897387245245062
Site_1,2023-08-20,2.752953743383857,18.571966728211343,32.21240084883265,0.6241980018876897,65.54103790656342,0.8475088261748656
Site_2,2023-08-20,1.9811700974576039,21.04604252686989,25.772611064805115,1.4047281641995824,55.90377591851177,0.874650358325868
Site_3,2023-08-20,1.7797777655997813,20.472872253265045,31.624764428452245,0.8680236645219814,50.9686080939468,0.8454539254526303
Site_4,2023-08-20,1.5611627123321459,18.40449070449116,23.087254305484045,1.0839434210629648,79.35910591839313,0.8146391847536888
Site_5,2023-08-20,2.3863394147823627,18.33642722445999,29.62280203709635,0.9330406051560498,56.37336025260172,0.9206897186762756
Site_1,2023-08-27,2.5163465427634235,20.80387652583648,30.651788651031715,1.0335090746974238,75.76396814716537,0.9336425597110033
Site_2,2023-08-27,1.5248817433917843,18.291052025456775,21.03647073644854,1.5785688577763684,49.198184235643446,0.923898069201923
Site_3,2023-08-27,2.268139587448921,21.287440237161427,26.732085563878414,0.9456825734347625,48.52418816100333,0.8926988087601145
Site_4,2023-08-27,1.839743662796907,20.824968908625983,22.688293538779483,1.3496069604453458,41.24536331538045,0.875957156035846
Site_5,2023-08-27,2.4677591856141747,18.3253951225676,21.267499409455354,1.2140756032986495,66.0666730150354,0.9726667299143651
Site_1,2023-09-03,1.761549643507487,18.33935085634077,39.7992046477989,1.4955067480439723,54.74105374895045,0.9038163570272436
Site_2,2023-09-03,2.536406607153699,21.9465583140047,26.44707689949446,1.9052446089871369,74.57432999358548,0.8958363755259462
Site_3,2023-09-03,2.080103019450806,19.497083183024483,36.1974889170927,1.5988581458153754,58.928396267662286,0.8051284131612871
Site_4,2023-09-03,2.905094983105102,19.482568588267565,25.092813095275275,0.8224105678861351,78.72773711658887,0.8682495655252314
Site_5,2023-09-03,1.7062814162189899,21.25119826903001,33.63005444447859,0.546774702591927,47.42102062812484,0.8760391237571714
Site_1,2023-09-10,2.0115995265753877,21.788994309535436,35.20455719779373,0.8933960664497376,74.74492671822443,0.8797645561793801
Site_2,2023-09-10,1.6702102818608835,21.944004255291482,31.912774812156886,1.3926168960503822,71.06387411166966,0.9160344738454664
Site_3,2023-09-10,2.887040427417844,21.01351274103577,29.431523771003167,0.5771387202263756,70.83687378576208,0.9067205093453757
Site_4,2023-09-10,2.8160090300714717,19.50503834212366,28.23681828294537,1.2445493708018545,73.79132912467551,0.9215810185586889
Site_5,2023-09-10,1.8869124415727334,18.334002866794677,26.977365330859904,1.3952642733753338,70.44095963771996,0.9529766523084257
Site_1,2023-09-17,2.4899760690512687,21.10858766370975,38.59058288495652,1.0013658362254412,65.04881286525662,0.9625971477432187
Site_2,2023-09-17,2.725833300301824,20.23361699894322,36.61238815575459,1.6563683056187328,45.249795107295505,0.943624615245299
Site_3,2023-09-17,2.3328012173991937,19.696888036987904,39.300538213330256,0.6598973797006578,41.30104717965008,0.991104739190987
Site_4,2023-09-17,2.29447586753401,21.625417540378944,22.485944469710894,0.6127066726037131,76.83391391262748,0.8036465165352724
Site_5,2023-09-17,1.8627784363506774,18.444789929224605,34.617349504072884,1.5922831343054051,64.66601258082952,0.8391555971367093
Site_1,2023-09-24,1.6396541517088488,19.970500417163436,38.76680913642076,1.2432369743092977,71.86149163904705,0.8015125749956284
Site_2,2023-09-24,2.84582363692999,18.045414579069675,23.6246613233132,1.5326035946416041,59.260894060502004,0.9294949428309206
Site_3,2023-09-24,2.850627085744996,19.874642567976505,21.32992534733555,1.1522410079056193,44.692327558495776,0.9796061097899974
Site_4,2023-09-24,2.449652185909902,18.22521310272735,34.82241298580118,0.8696030498586602,45.00743168810202,0.8486964593152599
Site_5,2023-09-24,2.008544686573051,18.475271665072288,31.489462263598238,1.7286534765112995,67.42261148915885,0.9854069089592613
Site_1,2023-10-01,2.0238143619189914,18.47010498710842,36.83657553516544,1.699123818453469,57.21223579597851,0.8120534780579122
Site_2,2023-10-01,2.588933518305359,20.596841208464255,22.79544753252579,1.54204470628164,48.02098906801347,0.9868872053611029
Site_3,2023-10-01,2.8456653899288655,20.984179517061694,35.905346237197804,0.9082177058449441,59.66378186965748,0.8703245374479269
Site_4,2023-10-01,2.830629636397676,20.33347506038864,24.032546400954892,1.3853460003036306,42.568357483005364,0.8202841656898433
Site_5,2023-10-01,2.669813318786436,21.848690193898168,23.27311885731409,1.0414608454100402,63.27885607657595,0.8971743518372651
Site_1,2023-10-08,2.463047469231432,19.499482318094817,23.285315958619858,0.6373731099899512,50.75973617740391,0.8513553135441017
Site_2,2023-10-08,1.6262099474925733,19.142848345127444,36.29149440462764,1.8759703631933642,71.90236402548753,0.8569745803923846
Site_3,2023-10-08,1.7424430711419205,21.474396512757842,33.303944413924,0.7052279463784421,52.41447835694295,0.8614579929852574
Site_4,2023-10-08,2.8478312827906187,18.89438335407781,30.461308495382386,1.9253560307312036,58.20880596327205,0.9606051795665327
Site_5,2023-10-08,2.409643589489385,21.852890157762445,27.17660968247005,1.1690086594369336,40.46482159632403,0.907832255335051
Site_1,2023-10-15,1.5137955774249445,18.048617898759264,37.544010816262166,0.7776993932579295,42.89787551178235,0.8622615398312008
Site_2,2023-10-15,1.652207314299048,21.879515306830555,27.84890214845271,1.3128514210675373,55.69974225626739,0.9220667566621836
Site_3,2023-10-15,2.495252653662084,18.172639647802306,36.33198878943154,1.8094187538146125,59.19755338868494,0.9432301348446387
Site_4,2023-10-15,1.507592375769328,21.564572454792284,28.78269817140437,1.5983373296143417,64.00082192477214,0.8545248001467067
Site_5,2023-10-15,1.741212077126248,20.110804436345198,27.538888588498153,1.7098417217921746,51.66650314837213,0.8827098203050703
Site_1,2023-10-22,2.323100684049879,21.9718591844772,29.25359571339213,1.488175050066076,67.79927544506171,0.8243772186673896
Site_2,2023-10-22,2.53784279653904,18.295186258941595,26.02755748328284,1.5384148467767786,74.40489588756819,0.8362298699069362
Site_3,2023-10-22,2.4779418892539007,20.215417137605282,34.95218760352502,1.7737934773479789,71.194039555734,0.9362235707929966
Site_4,2023-10-22,1.8364039641908396,21.877210142476397,30.054407801849585,0.8745020132887789,41.58475301393429,0.8362876695391255
Site_5,2023-10-22,2.568268832021304,20.092391376680595,24.644253902936345,1.2341374454647107,59.220277890313156,0.905032676733412
Site_1,2023-10-29,1.8558736312452,20.51759455254105,37.991491465491364,0.8318141627294033,44.197207136726995,0.9418092523444865
Site_2,2023-10-29,1.9880995472389016,20.782994755938468,27.67782442746423,1.9815020119949704,49.6818006345011,0.8213753846189488
Site_3,2023-10-29,2.619737107677036,19.818164259071093,30.871057222279774,1.91608900952992,79.46650373068586,0.9134624439257807
Site_4,2023-10-29,2.474449348570822,20.510232320336254,38.12944221929094,0.5591402170527588,45.69982171606053,0.8513125567402728
Site_5,2023-10-29,2.773835115741267,20.3372572476924,32.48475991827984,1.5583627587735327,59.95552613805424,0.992585375047516
Site_1,2023-11-05,2.4864193384505153,21.604632041963956,22.337960814167282,1.8878724761234986,64.72622937272476,0.896709129343985
Site_2,2023-11-05,2.3524629050032075,18.181785521365832,38.796642472269504,0.7708630176910003,68.09859882176416,0.9611985099550316
Site_3,2023-11-05,1.6405121517421386,19.123852758368923,32.55416106142836,1.3519178458289443,62.385947339476566,0.9100453084312524
